iteration 	 keff 	 	 error	
379	3.35366	 	1.2065	 	
380	3.3509	 	1.20548	 	
381	3.34813	 	1.20446	 	
382	3.34535	 	1.20344	 	
383	3.34257	 	1.20241	 	
384	3.33978	 	1.20138	 	
385	3.33698	 	1.20035	 	
386	3.33418	 	1.19932	 	
387	3.33137	 	1.19828	 	
388	3.32856	 	1.19724	 	
389	3.32574	 	1.1962	 	
390	3.32291	 	1.19515	 	
391	3.32007	 	1.19411	 	
392	3.31723	 	1.19306	 	
393	3.31438	 	1.19201	 	
394	3.31153	 	1.19095	 	
395	3.30867	 	1.18989	 	
396	3.3058	 	1.18884	 	
397	3.30292	 	1.18777	 	
398	3.30004	 	1.18671	 	
399	3.29716	 	1.18564	 	
400	3.29426	 	1.18457	 	
401	3.29136	 	1.1835	 	
402	3.28846	 	1.18243	 	
403	3.28554	 	1.18135	 	
404	3.28263	 	1.18027	 	
405	3.2797	 	1.17919	 	
406	3.27677	 	1.17811	 	
407	3.27383	 	1.17702	 	
408	3.27088	 	1.17593	 	
409	3.26793	 	1.17484	 	
410	3.26498	 	1.17375	 	
411	3.26201	 	1.17265	 	
412	3.25904	 	1.17155	 	
413	3.25606	 	1.17045	 	
414	3.25308	 	1.16935	 	
415	3.25009	 	1.16824	 	
416	3.2471	 	1.16713	 	
417	3.24409	 	1.16602	 	
418	3.24108	 	1.16491	 	
419	3.23807	 	1.16379	 	
420	3.23505	 	1.16267	 	
421	3.23202	 	1.16155	 	
422	3.22899	 	1.16043	 	
423	3.22595	 	1.1593	 	
424	3.2229	 	1.15818	 	
425	3.21985	 	1.15705	 	
426	3.21679	 	1.15591	 	
427	3.21372	 	1.15478	 	
428	3.21065	 	1.15364	 	
429	3.20757	 	1.1525	 	
430	3.20449	 	1.15136	 	
431	3.2014	 	1.15021	 	
432	3.1983	 	1.14906	 	
433	3.19519	 	1.14791	 	
434	3.19209	 	1.14676	 	
435	3.18897	 	1.1456	 	
436	3.18585	 	1.14445	 	
437	3.18272	 	1.14329	 	
438	3.17958	 	1.14212	 	
439	3.17644	 	1.14096	 	
440	3.1733	 	1.13979	 	
441	3.17014	 	1.13862	 	
442	3.16698	 	1.13745	 	
443	3.16382	 	1.13628	 	
444	3.16065	 	1.1351	 	
445	3.15747	 	1.13392	 	
446	3.15428	 	1.13274	 	
447	3.15109	 	1.13155	 	
448	3.1479	 	1.13037	 	
449	3.14469	 	1.12918	 	
450	3.14149	 	1.12799	 	
451	3.13827	 	1.12679	 	
452	3.13505	 	1.1256	 	
453	3.13182	 	1.1244	 	
454	3.12859	 	1.1232	 	
455	3.12535	 	1.12199	 	
456	3.1221	 	1.12079	 	
457	3.11885	 	1.11958	 	
458	3.11559	 	1.11837	 	
459	3.11233	 	1.11715	 	
460	3.10906	 	1.11594	 	
461	3.10578	 	1.11472	 	
462	3.1025	 	1.1135	 	
463	3.09921	 	1.11228	 	
464	3.09592	 	1.11105	 	
465	3.09262	 	1.10982	 	
466	3.08931	 	1.10859	 	
467	3.086	 	1.10736	 	
468	3.08268	 	1.10613	 	
469	3.07935	 	1.10489	 	
470	3.07602	 	1.10365	 	
471	3.07269	 	1.10241	 	
472	3.06934	 	1.10116	 	
473	3.06599	 	1.09992	 	
474	3.06264	 	1.09867	 	
475	3.05928	 	1.09742	 	
476	3.05591	 	1.09616	 	
477	3.05254	 	1.09491	 	
478	3.04916	 	1.09365	 	
479	3.04577	 	1.09239	 	
480	3.04238	 	1.09112	 	
481	3.03899	 	1.08986	 	
482	3.03558	 	1.08859	 	
483	3.03218	 	1.08732	 	
484	3.02876	 	1.08604	 	
485	3.02534	 	1.08477	 	
486	3.02191	 	1.08349	 	
487	3.01848	 	1.08221	 	
488	3.01504	 	1.08093	 	
489	3.0116	 	1.07964	 	
490	3.00815	 	1.07836	 	
491	3.00469	 	1.07707	 	
492	3.00123	 	1.07577	 	
493	2.99776	 	1.07448	 	
494	2.99429	 	1.07318	 	
495	2.99081	 	1.07188	 	
496	2.98733	 	1.07058	 	
497	2.98383	 	1.06928	 	
498	2.98034	 	1.06797	 	
499	2.97683	 	1.06666	 	
500	2.97333	 	1.06535	 	
501	2.96981	 	1.06404	 	
502	2.96629	 	1.06272	 	
503	2.96277	 	1.0614	 	
504	2.95923	 	1.06008	 	
505	2.9557	 	1.05876	 	
506	2.95215	 	1.05744	 	
507	2.9486	 	1.05611	 	
508	2.94505	 	1.05478	 	
509	2.94149	 	1.05345	 	
510	2.93792	 	1.05211	 	
511	2.93435	 	1.05077	 	
512	2.93077	 	1.04944	 	
513	2.92719	 	1.04809	 	
514	2.9236	 	1.04675	 	
515	2.92	 	1.0454	 	
516	2.9164	 	1.04405	 	
517	2.91279	 	1.0427	 	
518	2.90918	 	1.04135	 	
519	2.90556	 	1.03999	 	
520	2.90194	 	1.03864	 	
521	2.89831	 	1.03728	 	
522	2.89467	 	1.03591	 	
523	2.89103	 	1.03455	 	
524	2.88739	 	1.03318	 	
525	2.88373	 	1.03181	 	
526	2.88008	 	1.03044	 	
527	2.87641	 	1.02906	 	
528	2.87274	 	1.02769	 	
529	2.86907	 	1.02631	 	
530	2.86539	 	1.02493	 	
531	2.8617	 	1.02354	 	
532	2.85801	 	1.02216	 	
533	2.85431	 	1.02077	 	
534	2.85061	 	1.01938	 	
535	2.8469	 	1.01798	 	
536	2.84319	 	1.01659	 	
537	2.83947	 	1.01519	 	
538	2.83574	 	1.01379	 	
539	2.83201	 	1.01239	 	
540	2.82828	 	1.01098	 	
541	2.82453	 	1.00958	 	
542	2.82079	 	1.00817	 	
543	2.81703	 	1.00676	 	
544	2.81328	 	1.00534	 	
545	2.80951	 	1.00392	 	
546	2.80574	 	1.00251	 	
547	2.80197	 	1.00108	 	
548	2.79819	 	0.999661	 	
549	2.7944	 	0.998236	 	
550	2.79061	 	0.996808	 	
551	2.78681	 	0.995377	 	
552	2.78301	 	0.993945	 	
553	2.7792	 	0.99251	 	
554	2.77539	 	0.991072	 	
555	2.77157	 	0.989633	 	
556	2.76775	 	0.988191	 	
557	2.76392	 	0.986747	 	
558	2.76008	 	0.9853	 	
559	2.75624	 	0.983851	 	
560	2.7524	 	0.9824	 	
561	2.74855	 	0.980946	 	
562	2.74469	 	0.979491	 	
563	2.74083	 	0.978033	 	
564	2.73696	 	0.976572	 	
565	2.73309	 	0.975109	 	
566	2.72921	 	0.973644	 	
567	2.72533	 	0.972177	 	
568	2.72144	 	0.970707	 	
569	2.71755	 	0.969235	 	
570	2.71365	 	0.967761	 	
571	2.70974	 	0.966285	 	
572	2.70583	 	0.964806	 	
573	2.70192	 	0.963324	 	
574	2.698	 	0.961841	 	
575	2.69407	 	0.960355	 	
576	2.69014	 	0.958867	 	
577	2.6862	 	0.957377	 	
578	2.68226	 	0.955884	 	
579	2.67831	 	0.954389	 	
580	2.67436	 	0.952892	 	
581	2.6704	 	0.951392	 	
582	2.66644	 	0.94989	 	
583	2.66247	 	0.948386	 	
584	2.6585	 	0.946879	 	
585	2.65452	 	0.945371	 	
586	2.65054	 	0.94386	 	
587	2.64655	 	0.942346	 	
588	2.64256	 	0.94083	 	
589	2.63856	 	0.939312	 	
590	2.63455	 	0.937792	 	
591	2.63054	 	0.93627	 	
592	2.62653	 	0.934745	 	
593	2.62251	 	0.933218	 	
594	2.61849	 	0.931688	 	
595	2.61446	 	0.930156	 	
596	2.61042	 	0.928622	 	
597	2.60638	 	0.927086	 	
598	2.60233	 	0.925547	 	
599	2.59828	 	0.924006	 	
600	2.59423	 	0.922463	 	
601	2.59017	 	0.920918	 	
602	2.5861	 	0.91937	 	
603	2.58203	 	0.91782	 	
604	2.57796	 	0.916267	 	
605	2.57387	 	0.914713	 	
606	2.56979	 	0.913156	 	
607	2.5657	 	0.911596	 	
608	2.5616	 	0.910035	 	
609	2.5575	 	0.908471	 	
610	2.55339	 	0.906905	 	
611	2.54928	 	0.905337	 	
612	2.54517	 	0.903766	 	
613	2.54105	 	0.902193	 	
614	2.53692	 	0.900618	 	
615	2.53279	 	0.89904	 	
616	2.52865	 	0.89746	 	
617	2.52451	 	0.895878	 	
618	2.52037	 	0.894293	 	
619	2.51622	 	0.892707	 	
620	2.51206	 	0.891118	 	
621	2.5079	 	0.889526	 	
622	2.50373	 	0.887933	 	
623	2.49956	 	0.886337	 	
624	2.49539	 	0.884739	 	
625	2.49121	 	0.883138	 	
626	2.48702	 	0.881535	 	
627	2.48283	 	0.87993	 	
628	2.47864	 	0.878323	 	
629	2.47444	 	0.876713	 	
630	2.47023	 	0.875102	 	
631	2.46602	 	0.873487	 	
632	2.46181	 	0.871871	 	
633	2.45759	 	0.870252	 	
634	2.45336	 	0.868631	 	
635	2.44913	 	0.867008	 	
636	2.4449	 	0.865382	 	
637	2.44066	 	0.863754	 	
638	2.43642	 	0.862124	 	
639	2.43217	 	0.860491	 	
640	2.42792	 	0.858856	 	
641	2.42366	 	0.857219	 	
642	2.4194	 	0.85558	 	
643	2.41513	 	0.853938	 	
644	2.41086	 	0.852294	 	
645	2.40658	 	0.850648	 	
646	2.4023	 	0.848999	 	
647	2.39801	 	0.847349	 	
648	2.39372	 	0.845695	 	
649	2.38943	 	0.84404	 	
650	2.38513	 	0.842382	 	
651	2.38082	 	0.840722	 	
652	2.37651	 	0.83906	 	
653	2.3722	 	0.837395	 	
654	2.36788	 	0.835728	 	
655	2.36355	 	0.834059	 	
656	2.35923	 	0.832388	 	
657	2.35489	 	0.830714	 	
658	2.35055	 	0.829038	 	
659	2.34621	 	0.827359	 	
660	2.34187	 	0.825679	 	
661	2.33751	 	0.823996	 	
662	2.33316	 	0.82231	 	
663	2.3288	 	0.820623	 	
664	2.32443	 	0.818933	 	
665	2.32006	 	0.817241	 	
666	2.31569	 	0.815546	 	
667	2.31131	 	0.813849	 	
668	2.30692	 	0.81215	 	
669	2.30254	 	0.810449	 	
670	2.29814	 	0.808745	 	
671	2.29375	 	0.807039	 	
672	2.28934	 	0.805331	 	
673	2.28494	 	0.80362	 	
674	2.28053	 	0.801907	 	
675	2.27611	 	0.800192	 	
676	2.27169	 	0.798474	 	
677	2.26727	 	0.796754	 	
678	2.26284	 	0.795032	 	
679	2.2584	 	0.793308	 	
680	2.25397	 	0.791581	 	
681	2.24952	 	0.789852	 	
682	2.24508	 	0.78812	 	
683	2.24063	 	0.786387	 	
684	2.23617	 	0.78465	 	
685	2.23171	 	0.782912	 	
686	2.22725	 	0.781171	 	
687	2.22278	 	0.779428	 	
688	2.2183	 	0.777683	 	
689	2.21383	 	0.775935	 	
690	2.20935	 	0.774185	 	
691	2.20486	 	0.772433	 	
692	2.20037	 	0.770678	 	
693	2.19587	 	0.768921	 	
694	2.19137	 	0.767162	 	
695	2.18687	 	0.7654	 	
696	2.18236	 	0.763637	 	
697	2.17785	 	0.76187	 	
698	2.17333	 	0.760102	 	
699	2.16881	 	0.758331	 	
700	2.16429	 	0.756557	 	
701	2.15976	 	0.754782	 	
702	2.15522	 	0.753004	 	
703	2.15068	 	0.751223	 	
704	2.14614	 	0.749441	 	
705	2.14159	 	0.747656	 	
706	2.13704	 	0.745868	 	
707	2.13249	 	0.744079	 	
708	2.12793	 	0.742287	 	
709	2.12336	 	0.740492	 	
710	2.1188	 	0.738696	 	
711	2.11422	 	0.736897	 	
712	2.10965	 	0.735095	 	
713	2.10507	 	0.733291	 	
714	2.10048	 	0.731485	 	
715	2.09589	 	0.729677	 	
716	2.0913	 	0.727866	 	
717	2.0867	 	0.726053	 	
718	2.0821	 	0.724237	 	
719	2.07749	 	0.722419	 	
720	2.07288	 	0.720599	 	
721	2.06827	 	0.718776	 	
722	2.06365	 	0.716951	 	
723	2.05903	 	0.715124	 	
724	2.0544	 	0.713294	 	
725	2.04977	 	0.711462	 	
726	2.04514	 	0.709627	 	
727	2.0405	 	0.70779	 	
728	2.03586	 	0.705951	 	
729	2.03121	 	0.704109	 	
730	2.02656	 	0.702265	 	
731	2.0219	 	0.700418	 	
732	2.01724	 	0.698569	 	
733	2.01258	 	0.696718	 	
734	2.00791	 	0.694864	 	
735	2.00324	 	0.693008	 	
736	1.99857	 	0.69115	 	
737	1.99389	 	0.689289	 	
738	1.9892	 	0.687426	 	
739	1.98452	 	0.68556	 	
740	1.97983	 	0.683692	 	
741	1.97513	 	0.681821	 	
742	1.97043	 	0.679948	 	
743	1.96573	 	0.678073	 	
744	1.96102	 	0.676195	 	
745	1.95631	 	0.674315	 	
746	1.95159	 	0.672432	 	
747	1.94687	 	0.670547	 	
748	1.94215	 	0.66866	 	
749	1.93742	 	0.66677	 	
750	1.93269	 	0.664878	 	
751	1.92796	 	0.662983	 	
752	1.92322	 	0.661086	 	
753	1.91848	 	0.659186	 	
754	1.91373	 	0.657284	 	
755	1.90898	 	0.655379	 	
756	1.90422	 	0.653472	 	
757	1.89947	 	0.651563	 	
758	1.8947	 	0.649651	 	
759	1.88994	 	0.647736	 	
760	1.88517	 	0.645819	 	
761	1.88039	 	0.6439	 	
762	1.87562	 	0.641978	 	
763	1.87083	 	0.640054	 	
764	1.86605	 	0.638127	 	
765	1.86126	 	0.636198	 	
766	1.85647	 	0.634266	 	
767	1.85167	 	0.632332	 	
768	1.84687	 	0.630395	 	
769	1.84206	 	0.628456	 	
770	1.83726	 	0.626514	 	
771	1.83244	 	0.62457	 	
772	1.82763	 	0.622623	 	
773	1.82281	 	0.620674	 	
774	1.81798	 	0.618722	 	
775	1.81316	 	0.616768	 	
776	1.80832	 	0.614811	 	
777	1.80349	 	0.612852	 	
778	1.79865	 	0.61089	 	
779	1.79381	 	0.608926	 	
780	1.78896	 	0.606959	 	
781	1.78411	 	0.604989	 	
782	1.77926	 	0.603017	 	
783	1.7744	 	0.601043	 	
784	1.76954	 	0.599066	 	
785	1.76468	 	0.597086	 	
786	1.75981	 	0.595104	 	
787	1.75493	 	0.593119	 	
788	1.75006	 	0.591132	 	
789	1.74518	 	0.589142	 	
790	1.74029	 	0.587149	 	
791	1.73541	 	0.585154	 	
792	1.73052	 	0.583156	 	
793	1.72562	 	0.581156	 	
794	1.72072	 	0.579153	 	
795	1.71582	 	0.577148	 	
796	1.71092	 	0.57514	 	
797	1.70601	 	0.573129	 	
798	1.70109	 	0.571116	 	
799	1.69618	 	0.5691	 	
800	1.69126	 	0.567081	 	
801	1.68633	 	0.56506	 	
802	1.6814	 	0.563036	 	
803	1.67647	 	0.56101	 	
804	1.67154	 	0.558981	 	
805	1.6666	 	0.556949	 	
806	1.66166	 	0.554914	 	
807	1.65671	 	0.552877	 	
808	1.65176	 	0.550838	 	
809	1.64681	 	0.548795	 	
810	1.64185	 	0.54675	 	
811	1.63689	 	0.544702	 	
812	1.63192	 	0.542652	 	
813	1.62696	 	0.540599	 	
814	1.62198	 	0.538543	 	
815	1.61701	 	0.536484	 	
816	1.61203	 	0.534423	 	
817	1.60705	 	0.532359	 	
818	1.60206	 	0.530292	 	
819	1.59707	 	0.528223	 	
820	1.59208	 	0.526151	 	
821	1.58708	 	0.524076	 	
822	1.58208	 	0.521998	 	
823	1.57707	 	0.519917	 	
824	1.57207	 	0.517834	 	
825	1.56705	 	0.515748	 	
826	1.56204	 	0.51366	 	
827	1.55702	 	0.511568	 	
828	1.55199	 	0.509474	 	
829	1.54697	 	0.507377	 	
830	1.54194	 	0.505277	 	
831	1.5369	 	0.503174	 	
832	1.53187	 	0.501068	 	
833	1.52682	 	0.49896	 	
834	1.52178	 	0.496849	 	
835	1.51673	 	0.494735	 	
836	1.51168	 	0.492618	 	
837	1.50662	 	0.490498	 	
838	1.50156	 	0.488376	 	
839	1.4965	 	0.48625	 	
840	1.49143	 	0.484122	 	
841	1.48636	 	0.48199	 	
842	1.48128	 	0.479856	 	
843	1.4762	 	0.477719	 	
844	1.47112	 	0.475579	 	
845	1.46603	 	0.473437	 	
846	1.46094	 	0.471291	 	
847	1.45585	 	0.469142	 	
848	1.45075	 	0.46699	 	
849	1.44565	 	0.464836	 	
850	1.44054	 	0.462678	 	
851	1.43543	 	0.460518	 	
852	1.43032	 	0.458354	 	
853	1.4252	 	0.456187	 	
854	1.42008	 	0.454018	 	
855	1.41495	 	0.451845	 	
856	1.40982	 	0.44967	 	
857	1.40469	 	0.447491	 	
858	1.39955	 	0.44531	 	
859	1.39441	 	0.443125	 	
860	1.38926	 	0.440937	 	
861	1.38411	 	0.438746	 	
862	1.37896	 	0.436552	 	
863	1.3738	 	0.434355	 	
864	1.36864	 	0.432155	 	
865	1.36347	 	0.429952	 	
866	1.3583	 	0.427746	 	
867	1.35313	 	0.425536	 	
868	1.34795	 	0.423324	 	
869	1.34276	 	0.421108	 	
870	1.33758	 	0.418889	 	
871	1.33238	 	0.416667	 	
872	1.32719	 	0.414442	 	
873	1.32199	 	0.412213	 	
874	1.31678	 	0.409981	 	
875	1.31157	 	0.407746	 	
876	1.30636	 	0.405508	 	
877	1.30114	 	0.403266	 	
878	1.29591	 	0.401022	 	
879	1.29068	 	0.398774	 	
880	1.28545	 	0.396522	 	
881	1.28021	 	0.394268	 	
882	1.27497	 	0.392009	 	
883	1.26972	 	0.389748	 	
884	1.26447	 	0.387483	 	
885	1.25921	 	0.385215	 	
886	1.25395	 	0.382944	 	
887	1.24868	 	0.380669	 	
888	1.24341	 	0.37839	 	
889	1.23813	 	0.376109	 	
890	1.23285	 	0.373823	 	
891	1.22756	 	0.371535	 	
892	1.22226	 	0.369242	 	
893	1.21696	 	0.366947	 	
894	1.21166	 	0.364647	 	
895	1.20635	 	0.362344	 	
896	1.20103	 	0.360038	 	
897	1.19571	 	0.357728	 	
898	1.19038	 	0.355414	 	
899	1.18505	 	0.353097	 	
900	1.17971	 	0.350776	 	
901	1.17436	 	0.348452	 	
902	1.16901	 	0.346123	 	
903	1.16365	 	0.343791	 	
904	1.15828	 	0.341456	 	
905	1.15291	 	0.339116	 	
906	1.14753	 	0.336773	 	
907	1.14214	 	0.334426	 	
908	1.13675	 	0.332075	 	
909	1.13135	 	0.32972	 	
910	1.12594	 	0.327361	 	
911	1.12053	 	0.324999	 	
912	1.11511	 	0.322632	 	
913	1.10968	 	0.320262	 	
914	1.10424	 	0.317887	 	
915	1.0988	 	0.315509	 	
916	1.09334	 	0.313126	 	
917	1.08788	 	0.310739	 	
918	1.08241	 	0.308348	 	
919	1.07694	 	0.305954	 	
920	1.07145	 	0.303554	 	
921	1.06595	 	0.301151	 	
922	1.06045	 	0.298743	 	
923	1.05494	 	0.296331	 	
924	1.04941	 	0.293915	 	
925	1.04388	 	0.291495	 	
926	1.03834	 	0.28907	 	
927	1.03278	 	0.28664	 	
928	1.02722	 	0.284206	 	
929	1.02165	 	0.281767	 	
930	1.01606	 	0.279324	 	
931	1.01047	 	0.276877	 	
932	1.00486	 	0.274424	 	
933	0.999244	 	0.271967	 	
934	0.993615	 	0.269505	 	
935	0.987973	 	0.267038	 	
936	0.982318	 	0.264566	 	
937	0.976651	 	0.26209	 	
938	0.970971	 	0.259608	 	
939	0.965278	 	0.257121	 	
940	0.959571	 	0.254629	 	
941	0.95385	 	0.252132	 	
942	0.948115	 	0.24963	 	
943	0.942365	 	0.247122	 	
944	0.9366	 	0.244609	 	
945	0.93082	 	0.24209	 	
946	0.925024	 	0.239565	 	
947	0.919211	 	0.237035	 	
948	0.913382	 	0.234499	 	
949	0.907536	 	0.231957	 	
950	0.901672	 	0.229409	 	
951	0.89579	 	0.226854	 	
952	0.88989	 	0.224294	 	
953	0.883971	 	0.221727	 	
954	0.878032	 	0.219153	 	
955	0.872073	 	0.216573	 	
956	0.866093	 	0.213985	 	
957	0.860092	 	0.211391	 	
958	0.85407	 	0.208789	 	
959	0.848025	 	0.206179	 	
960	0.841957	 	0.203562	 	
961	0.835865	 	0.200937	 	
962	0.82975	 	0.198303	 	
963	0.823609	 	0.195661	 	
964	0.817442	 	0.193009	 	
965	0.81125	 	0.190349	 	
966	0.80503	 	0.187678	 	
967	0.798782	 	0.184998	 	
968	0.792505	 	0.182306	 	
969	0.786199	 	0.179603	 	
970	0.779862	 	0.176889	 	
971	0.773495	 	0.174162	 	
972	0.767095	 	0.171421	 	
973	0.760661	 	0.168667	 	
974	0.754194	 	0.165897	 	
975	0.747692	 	0.163112	 	
976	0.741154	 	0.160309	 	
977	0.734578	 	0.157488	 	
978	0.727964	 	0.154647	 	
979	0.721311	 	0.151784	 	
980	0.714617	 	0.148898	 	
981	0.707882	 	0.145988	 	
982	0.701104	 	0.143049	 	
983	0.694281	 	0.140081	 	
984	0.687413	 	0.13708	 	
985	0.680498	 	0.134043	 	
986	0.673534	 	0.130967	 	
987	0.666521	 	0.127848	 	
988	0.659457	 	0.124681	 	
989	0.65234	 	0.121461	 	
990	0.645168	 	0.118183	 	
991	0.637941	 	0.11484	 	
992	0.630655	 	0.111426	 	
993	0.623311	 	0.107932	 	
994	0.615905	 	0.104349	 	
995	0.608437	 	0.100667	 	
996	0.600904	 	0.0968741	 	
997	0.593304	 	0.0929583	 	
998	0.585635	 	0.0889045	 	
999	0.577895	 	0.0846963	 	


iteration 	 keff 	 	 error	
1	 	1.63145	 	0.631451
2	 	1.63145	 	2.77919e-09
3	 	1.63145	 	2.69981e-09
4	 	1.63145	 	2.62296e-09
5	 	1.63145	 	2.54824e-09
6	 	1.63145	 	2.47566e-09
7	 	1.63145	 	2.40515e-09
8	 	1.63145	 	2.33665e-09
9	 	1.63145	 	2.27011e-09
10	 	1.63145	 	2.20546e-09
11	 	1.63145	 	2.14265e-09
12	 	1.63145	 	2.08163e-09
13	 	1.63145	 	2.02234e-09
14	 	1.63145	 	1.96475e-09
15	 	1.63145	 	1.9088e-09
16	 	1.63145	 	1.85444e-09
17	 	1.63145	 	1.80163e-09
18	 	1.63145	 	1.75032e-09
19	 	1.63145	 	1.70048e-09
20	 	1.63145	 	1.65205e-09
21	 	1.63145	 	1.605e-09
URRa-2-0-SL  delx = 3.78343 keff= 1.63145 with error: 1.605e-09

pos	 flux1 	 	 flux2
0	4.13047	 	1.57971	 	
1	4.13047	 	1.57971	 	


